,Neighbourhood,Detailsـtransaction,Date,Total_price,Area,Price_per_meter
5540,الخير,2222/1,"Thursday, 24 February 2022 ",850000.0,472.5,1799
5541,الخير,2224/1,"Monday, 7 February 2022 ",750000.0,472.5,1587
5542,الخير,2224/2,"Monday, 7 February 2022 ",750000.0,472.5,1587
5543,الخير,2269/1,"Tuesday, 1 February 2022 ",770000.0,467.18,1648
5544,الخير,2655,"Friday, 25 February 2022 ",1500000.0,937.5,1600
5545,الخير,3258/1,"Sunday, 13 February 2022 ",850000.0,455,1868
5546,الخير,3258/2,"Sunday, 13 February 2022 ",850000.0,455,1868
5547,الخير,3386/2,"Wednesday, 2 February 2022 ",740000.0,437.5,1691
5548,الخير,3395/2,"Wednesday, 16 February 2022 ",880000.0,443.86,1983
5549,الخير,3627,"Thursday, 10 February 2022 ",1600000.0,838.25,1909
5550,الخير,3924/2,"Monday, 21 February 2022 ",800000.0,468.75,1707
5551,الخير,3933,"Monday, 21 February 2022 ",1600000.0,910,1758
5552,الخير,3972,"Monday, 7 February 2022 ",1500000.0,875,1714
5553,الخير,3985/2,"Sunday, 13 February 2022 ",600000.0,525,1143
5554,الخير,4007,"Sunday, 13 February 2022 ",1700000.0,875,1943
5555,الخير,413/1,"Sunday, 13 February 2022 ",765000.0,406.25,1883
5556,الخير,413/2,"Sunday, 13 February 2022 ",765000.0,406.25,1883
5557,الخير,4235/2,"Monday, 21 February 2022 ",700000.0,437.5,1600
5558,الخير,4313/2,"Sunday, 13 February 2022 ",800000.0,437.5,1829
5559,الخير,4358,"Friday, 4 February 2022 ",1500000.0,843.5,1778
5560,الخير,4360,"Friday, 4 February 2022 ",1500000.0,843.5,1778
5561,الخير,4362,"Friday, 4 February 2022 ",1500000.0,809.76,1852
5562,الخير,4370,"Monday, 7 February 2022 ",1400000.0,809.76,1729
5563,الخير,4372,"Monday, 7 February 2022 ",1400000.0,832.37,1682
5564,الخير,4459/2,"Thursday, 17 February 2022 ",800000.0,455,1758
5565,الخير,4517/1,"Monday, 21 February 2022 ",800000.0,437.5,1829
5566,الخير,4517/2,"Monday, 21 February 2022 ",800000.0,437.5,1829
5567,الخير,4584,"Wednesday, 23 February 2022 ",1000000.0,600,1667
5568,الخير,4769/1,"Friday, 25 February 2022 ",745000.0,468.75,1589
5569,الخير,4769/2,"Friday, 25 February 2022 ",745000.0,468.75,1589
5570,الخير,4774,"Sunday, 13 February 2022 ",1400000.0,937.5,1493
5571,الخير,489/1,"Tuesday, 15 February 2022 ",700000.0,390,1795
5572,الخير,494/2,"Monday, 21 February 2022 ",850000.0,437.5,1943
5573,الخير,4940,"Tuesday, 1 February 2022 ",1050000.0,735,1429
5574,الخير,495/1,"Monday, 21 February 2022 ",850000.0,437.5,1943
5575,الخير,495/2,"Saturday, 19 February 2022 ",820000.0,437.5,1874
5576,الخير,4965/أ,"Thursday, 17 February 2022 ",700000.0,433.16,1616
5577,الخير,5033/1,"Monday, 28 February 2022 ",700000.0,354.21,1976
5578,الخير,5034/2,"Wednesday, 16 February 2022 ",630000.0,357.26,1763
5579,الخير,5042/1,"Monday, 14 February 2022 ",635000.0,376.97,1684
5580,الخير,5054,"Wednesday, 9 February 2022 ",1450000.0,875,1657
5581,الخير,5069/2,"Monday, 7 February 2022 ",750000.0,437.5,1714
5582,الخير,5104/1,"Monday, 14 February 2022 ",800000.0,437.5,1829
5583,الخير,5104/2,"Monday, 14 February 2022 ",800000.0,437.5,1829
5584,الخير,5166,"Monday, 21 February 2022 ",1520000.0,875,1737
5585,الخير,5524/1,"Tuesday, 8 February 2022 ",700000.0,455,1538
5586,الخير,5642/1,"Sunday, 6 February 2022 ",700000.0,430.79,1625
5587,الخير,5656/1,"Sunday, 6 February 2022 ",750000.0,420,1786
5588,الخير,5687/1,"Sunday, 13 February 2022 ",685000.0,405,1691
5589,الخير,5718/2,"Thursday, 3 February 2022 ",625000.0,382.38,1635
5590,الخير,5790,"Thursday, 17 February 2022 ",1400000.0,910,1538
5591,الخير,5799,"Tuesday, 1 February 2022 ",1550000.0,910,1703
5592,الخير,5800/2,"Monday, 28 February 2022 ",850000.0,455,1868
5593,الخير,6012,"Tuesday, 15 February 2022 ",1300000.0,910,1429
5594,الخير,6028/1,"Thursday, 3 February 2022 ",590000.0,312.57,1888
5595,الخير,6041/1,"Wednesday, 9 February 2022 ",890000.0,437.5,2034
5596,الخير,6132,"Wednesday, 2 February 2022 ",700000.0,400,1750
5597,الخير,636/1,"Wednesday, 16 February 2022 ",850000.0,487.5,1744
5598,الخير,636/2,"Wednesday, 16 February 2022 ",875000.0,487.5,1795
5599,الخير,637/1,"Wednesday, 16 February 2022 ",875000.0,487.5,1795
5600,الخير,637/2,"Wednesday, 16 February 2022 ",875000.0,487.5,1795
5601,الخير,6488,"Thursday, 10 February 2022 ",1685000.0,889.18,1895
5602,الخير,6494/2,"Wednesday, 2 February 2022 ",750000.0,455,1648
5603,الخير,6535,"Sunday, 6 February 2022 ",800000.0,500,1600
5604,الخير,6621,"Wednesday, 2 February 2022 ",1350000.0,1024.54,1318
5605,الخير,680,"Sunday, 6 February 2022 ",1300000.0,780,1667
5606,الخير,745,"Wednesday, 16 February 2022 ",1400000.0,875,1600
5607,الخير,759,"Thursday, 10 February 2022 ",1700000.0,997.77,1704
5608,الخير,786/2,"Sunday, 6 February 2022 ",710000.0,422.5,1680
5609,الخير,787/2,"Monday, 7 February 2022 ",700000.0,422.5,1657
5610,الخير,1027,"Sunday, 13 February 2022 ",1200000.0,780,1538
5611,الخير,129,"Wednesday, 9 February 2022 ",1100000.0,734,1499
5612,الخير,129/1,"Monday, 28 February 2022 ",650000.0,367,1771
5613,الخير,129/2,"Monday, 28 February 2022 ",650000.0,367,1771
5614,الخير,256/2,"Wednesday, 2 February 2022 ",650000.0,405,1605
5615,الخير,332,"Wednesday, 9 February 2022 ",870500.0,705,1235
5616,الخير,334,"Thursday, 3 February 2022 ",800000.0,705,1135
5617,الخير,588/1,"Friday, 18 February 2022 ",650000.0,375,1733
5618,الخير,588/2,"Friday, 18 February 2022 ",650000.0,375,1733
5619,الخير,72/2,"Friday, 4 February 2022 ",550000.0,360,1528
5620,الخير,917,"Sunday, 20 February 2022 ",1230000.0,750,1640
5621,الخير,104,"Sunday, 27 February 2022 ",1320000.0,754,1751
5622,الخير,105,"Sunday, 27 February 2022 ",1320000.0,754,1751
5623,الخير,106,"Sunday, 27 February 2022 ",1320000.0,725,1821
5624,الخير,107,"Sunday, 27 February 2022 ",1320000.0,724.99,1821
5625,الخير,108,"Sunday, 27 February 2022 ",1320000.0,725,1821
5626,الخير,109,"Sunday, 27 February 2022 ",1320000.0,724.99,1821
5627,الخير,110,"Sunday, 27 February 2022 ",1320000.0,725,1821
5628,الخير,111,"Sunday, 27 February 2022 ",1320000.0,725,1821
5629,الخير,161,"Monday, 21 February 2022 ",900000.0,705,1277
5630,الخير,366,"Thursday, 24 February 2022 ",1375000.0,824.93,1667
5631,الخير,367,"Thursday, 24 February 2022 ",1375000.0,824.34,1668
5632,الخير,403,"Thursday, 10 February 2022 ",1300000.0,812,1601
5633,الخير,471/2,"Sunday, 27 February 2022 ",600000.0,355.25,1689
5634,الخير,504,"Monday, 14 February 2022 ",1100000.0,768.21,1432
5635,الخير,8/18,"Sunday, 20 February 2022 ",720000.0,480,1500
5636,الخير,8/20,"Monday, 21 February 2022 ",720000.0,480,1500
5637,الخير,8/30,"Thursday, 3 February 2022 ",720000.0,480,1500
5638,الخير,8/34,"Sunday, 20 February 2022 ",720000.0,480,1500
5639,الخير,عدد العقارات 10-أول…,"Sunday, 13 February 2022 ",7000000.0,5000.00,1400
5640,الخير,10,"Sunday, 6 February 2022 ",1200000.0,735,1633
5641,الخير,137,"Sunday, 13 February 2022 ",1000000.0,867.18,1153
5642,الخير,137,"Monday, 21 February 2022 ",1300000.0,867.18,1499
5643,الخير,156,"Tuesday, 8 February 2022 ",1200000.0,884,1357
5644,الخير,279,"Friday, 18 February 2022 ",1000000.0,810,1235
5645,الخير,358/3,"Tuesday, 1 February 2022 ",525000.0,342.35,1534
5646,الخير,386/1,"Friday, 11 February 2022 ",600000.0,409.27,1466
5647,الخير,427,"Monday, 14 February 2022 ",540000.0,760,711
5648,الخير,58,"Monday, 7 February 2022 ",1130000.0,808.48,1398
5649,الخير,88/1,"Tuesday, 8 February 2022 ",540000.0,343.2,1573
5650,الخير,88/2,"Tuesday, 8 February 2022 ",530000.0,343.2,1544
5651,الخير,88/3,"Wednesday, 9 February 2022 ",510000.0,343.2,1486
5652,الخير,401,"Sunday, 20 February 2022 ",1200000.0,726,1653
5653,الخير,71/2,"Sunday, 6 February 2022 ",650000.0,405,1605
5654,الخير,83/1,"Tuesday, 15 February 2022 ",580000.0,405,1432
5655,الخير,285/2,"Monday, 14 February 2022 ",610000.0,360,1694
5656,الخير,342,"Monday, 14 February 2022 ",1000000.0,720,1389
5657,الخير,377,"Monday, 28 February 2022 ",1070000.0,750,1427
5658,الخير,446/2,"Tuesday, 22 February 2022 ",600000.0,392,1531
5659,الخير,451,"Monday, 7 February 2022 ",1025000.0,783.97,1307
5660,الخير,451/1,"Sunday, 20 February 2022 ",625000.0,392,1594
5661,الخير,451/2,"Sunday, 20 February 2022 ",625000.0,392,1594
5662,الخير,50/2,"Tuesday, 22 February 2022 ",600000.0,382.5,1569
5663,الخير,52/1,"Monday, 21 February 2022 ",600000.0,382.5,1569
5664,الخير,52/2,"Tuesday, 15 February 2022 ",600000.0,382.5,1569
5665,الخير,238,"Monday, 28 February 2022 ",1000000.0,775,1290
5666,الخير,261/1,"Tuesday, 22 February 2022 ",630000.0,375,1680
5667,الخير,261/2,"Wednesday, 23 February 2022 ",600000.0,375,1600
5668,الخير,457,"Sunday, 27 February 2022 ",1000000.0,720,1389
5669,الخير,497,"Friday, 18 February 2022 ",820000.0,750,1093
5670,الخير,321,"Sunday, 13 February 2022 ",700000.0,600,1167
5671,الخير,121/1,"Thursday, 17 February 2022 ",550000.0,318,1730
5672,الخير,121/2,"Tuesday, 8 February 2022 ",490000.0,318,1541
5673,الخير,122/1,"Wednesday, 16 February 2022 ",530000.0,318,1667
5674,الخير,122/2,"Tuesday, 8 February 2022 ",490000.0,318,1541
5675,الخير,122/3,"Sunday, 6 February 2022 ",490000.0,318,1541
5676,الخير,313/1,"Friday, 11 February 2022 ",360000.0,352.5,1021
5677,الخير,259/1,"Wednesday, 16 February 2022 ",650000.0,375,1733
5678,الخير,259/2,"Wednesday, 16 February 2022 ",650000.0,375,1733
5679,الخير,294/2,"Sunday, 13 February 2022 ",660000.0,406.25,1625
5680,الخير,312,"Sunday, 20 February 2022 ",1550000.0,812.5,1908
5681,الخير,313,"Sunday, 20 February 2022 ",1550000.0,812.5,1908
5682,الخير,322,"Monday, 21 February 2022 ",1300000.0,812.5,1600
5683,الخير,406/2,"Thursday, 17 February 2022 ",660000.0,511.33,1291
5684,الخير,445/1,"Tuesday, 15 February 2022 ",600000.0,406.25,1477
5685,الخير,445/2,"Monday, 14 February 2022 ",600000.0,406.25,1477
5686,الخير,544,"Tuesday, 22 February 2022 ",1150000.0,750,1533
5687,الخير,285,"Monday, 7 February 2022 ",748000.0,620,1206
5688,الخير,365,"Wednesday, 16 February 2022 ",500000.0,633.94,789
5689,الخير,550,"Wednesday, 2 February 2022 ",850000.0,719.67,1181
5690,الخير,607,"Monday, 14 February 2022 ",870000.0,790.5,1101
5691,الخير,738,"Tuesday, 8 February 2022 ",890000.0,805.9,1104
5692,الخير,769,"Monday, 14 February 2022 ",780000.0,768.21,1015
5693,الخير,779,"Monday, 21 February 2022 ",850000.0,768.21,1106
5694,الخير,104,"Thursday, 10 February 2022 ",800000.0,821.5,974
5695,الخير,142,"Thursday, 17 February 2022 ",950000.0,806,1179
5696,الخير,265,"Wednesday, 9 February 2022 ",950000.0,744,1277
5697,الخير,314,"Thursday, 17 February 2022 ",1000000.0,775,1290
5698,الخير,321/1,"Wednesday, 9 February 2022 ",350000.0,372,941
5699,الخير,321/2,"Monday, 7 February 2022 ",380000.0,372,1022
5700,الخير,322/1,"Monday, 14 February 2022 ",500000.0,372,1344
5701,الخير,322/2,"Tuesday, 15 February 2022 ",500000.0,372,1344
5702,الخير,459,"Sunday, 20 February 2022 ",950000.0,775,1226
5703,الخير,459,"Thursday, 24 February 2022 ",1250000.0,775,1613
5704,الخير,592,"Monday, 7 February 2022 ",750000.0,814.43,921
5705,الخير,592,"Monday, 21 February 2022 ",900000.0,814.43,1105
5706,الخير,770/2,"Sunday, 6 February 2022 ",410000.0,403,1017
5707,الخير,79,"Monday, 21 February 2022 ",900000.0,744.01,1210
5708,الخير,80,"Monday, 21 February 2022 ",850000.0,744,1142
5709,الخير,107/1,"Saturday, 5 February 2022 ",420000.0,437.5,960
5710,الخير,107/1,"Tuesday, 8 February 2022 ",580000.0,437.5,1326
5711,الخير,124,"Sunday, 13 February 2022 ",980000.0,875,1120
5712,الخير,1333,"Wednesday, 2 February 2022 ",1010000.0,750,1347
5713,الخير,1333,"Wednesday, 23 February 2022 ",1150000.0,750,1533
5714,الخير,1434,"Tuesday, 8 February 2022 ",1175000.0,955,1230
5715,الخير,1435,"Tuesday, 8 February 2022 ",1175000.0,955,1230
5716,الخير,1454,"Monday, 7 February 2022 ",950000.0,750,1267
5717,الخير,1454,"Saturday, 12 February 2022 ",1000000.0,750,1333
5718,الخير,1456,"Monday, 7 February 2022 ",950000.0,750,1267
5719,الخير,1456,"Monday, 21 February 2022 ",1080000.0,750,1440
5720,الخير,1485,"Wednesday, 2 February 2022 ",1400000.0,1039.65,1347
5721,الخير,1487,"Wednesday, 2 February 2022 ",1300000.0,875,1486
5722,الخير,150,"Tuesday, 1 February 2022 ",950000.0,840,1131
5723,الخير,150,"Sunday, 20 February 2022 ",1250000.0,840,1488
5724,الخير,1661,"Wednesday, 23 February 2022 ",1000000.0,780,1282
5725,الخير,1664,"Friday, 4 February 2022 ",1150000.0,810,1420
5726,الخير,1665,"Friday, 4 February 2022 ",1150000.0,810,1420
5727,الخير,1696,"Sunday, 20 February 2022 ",1000000.0,750,1333
5728,الخير,1774/1,"Saturday, 26 February 2022 ",675000.0,390,1731
5729,الخير,1774/2,"Saturday, 26 February 2022 ",625000.0,390,1603
5730,الخير,1776/1,"Saturday, 26 February 2022 ",625000.0,390,1603
5731,الخير,1776/2,"Saturday, 26 February 2022 ",625000.0,390,1603
5732,الخير,1874,"Monday, 7 February 2022 ",1050000.0,884,1188
5733,الخير,214,"Thursday, 10 February 2022 ",800000.0,925.78,864
5734,الخير,2448,"Wednesday, 16 February 2022 ",1170000.0,780,1500
5735,الخير,2449,"Thursday, 3 February 2022 ",1100000.0,780,1410
5736,الخير,2460,"Sunday, 27 February 2022 ",1290000.0,868.39,1486
5737,الخير,2461/1,"Sunday, 6 February 2022 ",660000.0,425.11,1553
5738,الخير,2627/1,"Sunday, 20 February 2022 ",562500.0,375,1500
5739,الخير,2627/2,"Sunday, 20 February 2022 ",562500.0,375,1500
5740,الخير,2669,"Thursday, 10 February 2022 ",925000.0,805,1149
5741,الخير,2787,"Monday, 21 February 2022 ",1080000.0,750,1440
5742,الخير,2859,"Wednesday, 2 February 2022 ",1075000.0,750,1433
5743,الخير,2954,"Wednesday, 16 February 2022 ",925000.0,780,1186
5744,الخير,2968,"Tuesday, 8 February 2022 ",1025000.0,765,1340
5745,الخير,2987,"Monday, 14 February 2022 ",925000.0,765,1209
5746,الخير,3020,"Sunday, 6 February 2022 ",300000.0,479.05,626
5747,الخير,3094,"Monday, 21 February 2022 ",550000.0,400,1375
5748,الخير,3102,"Tuesday, 8 February 2022 ",550000.0,400,1375
5749,الخير,3158,"Wednesday, 9 February 2022 ",975000.0,759.5,1284
5750,الخير,3195,"Thursday, 10 February 2022 ",800001.0,975,821
5751,الخير,3206,"Monday, 21 February 2022 ",975000.0,795,1226
5752,الخير,3207,"Monday, 7 February 2022 ",1025000.0,795,1289
5753,الخير,3209,"Wednesday, 2 February 2022 ",1025000.0,795,1289
5754,الخير,3211,"Monday, 7 February 2022 ",1175000.0,795,1478
5755,الخير,329,"Thursday, 10 February 2022 ",1025000.0,875,1171
5756,الخير,343/1,"Wednesday, 2 February 2022 ",655000.0,437.5,1497
5757,الخير,457,"Sunday, 6 February 2022 ",800000.0,795,1006
5758,الخير,457,"Thursday, 10 February 2022 ",1000000.0,795,1258
5759,الخير,652,"Monday, 7 February 2022 ",1050000.0,750,1400
5760,الخير,653,"Sunday, 6 February 2022 ",825000.0,750,1100
5761,الخير,655,"Sunday, 6 February 2022 ",825000.0,750,1100
5762,الخير,656,"Wednesday, 16 February 2022 ",1000000.0,750,1333
5763,الخير,659,"Wednesday, 2 February 2022 ",1150000.0,750,1533
5764,الخير,660,"Wednesday, 2 February 2022 ",1150000.0,750,1533
5765,الخير,707,"Wednesday, 9 February 2022 ",1050000.0,750,1400
5766,الخير,843,"Thursday, 17 February 2022 ",900000.0,750,1200
5767,الخير,844,"Sunday, 27 February 2022 ",1150000.0,750,1533
5768,الخير,1255/1,"Friday, 4 February 2022 ",450000.0,375,1200
5769,الخير,1255/2,"Friday, 4 February 2022 ",450000.0,375,1200
5770,الخير,1256/1,"Friday, 4 February 2022 ",450000.0,375,1200
5771,الخير,1256/2,"Friday, 4 February 2022 ",450000.0,375,1200
5772,الخير,1352,"Wednesday, 16 February 2022 ",200000.0,765,261
5773,الخير,1535/2,"Wednesday, 16 February 2022 ",550000.0,375,1467
5774,الخير,155/2,"Monday, 21 February 2022 ",700000.0,420,1667
5775,الخير,1648,"Monday, 14 February 2022 ",1100000.0,750,1467
5776,الخير,1750,"Sunday, 20 February 2022 ",1200000.0,810,1481
5777,الخير,1848,"Sunday, 6 February 2022 ",1275000.0,886.82,1438
5778,الخير,1849,"Sunday, 6 February 2022 ",1275000.0,862.65,1478
5779,الخير,1957,"Wednesday, 9 February 2022 ",1100000.0,779.99,1410
5780,الخير,1957,"Wednesday, 9 February 2022 ",1100000.0,779.99,1410
5781,الخير,1957,"Wednesday, 9 February 2022 ",1100000.0,780,1410
5782,الخير,1971,"Sunday, 20 February 2022 ",565000.0,387,1460
5783,الخير,1971,"Sunday, 20 February 2022 ",565000.0,387,1460
5784,الخير,2177,"Sunday, 13 February 2022 ",1000000.0,750,1333
5785,الخير,2391,"Wednesday, 9 February 2022 ",1200000.0,825,1455
5786,الخير,2565/1,"Monday, 14 February 2022 ",600000.0,375,1600
5787,الخير,2565/2,"Wednesday, 9 February 2022 ",565000.0,375,1507
5788,الخير,2566,"Thursday, 17 February 2022 ",1000000.0,750,1333
5789,الخير,2702,"Thursday, 24 February 2022 ",1150000.0,875,1314
5790,الخير,3613,"Wednesday, 2 February 2022 ",1125000.0,750,1500
5791,الخير,3614,"Wednesday, 2 February 2022 ",1125000.0,750,1500
5792,الخير,3615,"Wednesday, 2 February 2022 ",1125000.0,750,1500
5793,الخير,3616,"Wednesday, 2 February 2022 ",1125000.0,750,1500
5794,الخير,3617,"Wednesday, 2 February 2022 ",1150000.0,750,1533
5795,الخير,3618,"Wednesday, 2 February 2022 ",1100000.0,750,1467
5796,الخير,3623,"Thursday, 3 February 2022 ",1150000.0,750,1533
5797,الخير,3624,"Wednesday, 2 February 2022 ",1100000.0,750,1467
5798,الخير,3741,"Tuesday, 15 February 2022 ",1200000.0,795,1509
5799,الخير,3863,"Sunday, 27 February 2022 ",1090000.0,750,1453
5800,الخير,4095,"Tuesday, 15 February 2022 ",1305000.0,938.8,1390
5801,الخير,4096,"Tuesday, 15 February 2022 ",1305000.0,938.8,1390
5802,الخير,4148,"Wednesday, 2 February 2022 ",1100000.0,750,1467
5803,الخير,4306,"Tuesday, 8 February 2022 ",1000000.0,750,1333
5804,الخير,4307,"Tuesday, 8 February 2022 ",1000000.0,750,1333
5805,الخير,4308,"Tuesday, 8 February 2022 ",1000000.0,750,1333
5806,الخير,4347/1,"Sunday, 20 February 2022 ",645000.0,375,1720
5807,الخير,4366,"Sunday, 13 February 2022 ",1100000.0,750,1467
5808,الخير,4368,"Sunday, 13 February 2022 ",1180000.0,749.99,1573
5809,الخير,4382,"Sunday, 20 February 2022 ",1250000.0,749.99,1667
5810,الخير,4383,"Sunday, 20 February 2022 ",1250000.0,750,1667
5811,الخير,4488,"Sunday, 20 February 2022 ",1150000.0,750,1533
5812,الخير,587,"Monday, 21 February 2022 ",965000.0,750,1287
5813,الخير,804,"Tuesday, 1 February 2022 ",1000000.0,750,1333
5814,الخير,859/1,"Thursday, 17 February 2022 ",550000.0,375,1467
5815,الخير,859/2,"Wednesday, 16 February 2022 ",550000.0,375,1467
5816,الخير,897/1,"Tuesday, 8 February 2022 ",600000.0,405,1481
5817,الخير,1020,"Tuesday, 22 February 2022 ",1120000.0,807,1388
5818,الخير,1064/2,"Monday, 7 February 2022 ",560000.0,412.5,1358
5819,الخير,1347,"Wednesday, 23 February 2022 ",1100000.0,765,1438
5820,الخير,1348,"Monday, 28 February 2022 ",1345000.0,765,1758
5821,الخير,1349,"Sunday, 27 February 2022 ",1100000.0,765,1438
5822,الخير,1350,"Saturday, 12 February 2022 ",1300000.0,765,1699
5823,الخير,1351,"Saturday, 12 February 2022 ",1300000.0,765,1699
5824,الخير,1352,"Saturday, 12 February 2022 ",1300000.0,765,1699
5825,الخير,1353,"Saturday, 12 February 2022 ",1300000.0,765,1699
5826,الخير,1460,"Sunday, 27 February 2022 ",1120000.0,810,1383
5827,الخير,1461,"Sunday, 27 February 2022 ",1120000.0,810,1383
5828,الخير,1462,"Sunday, 27 February 2022 ",1120000.0,750,1493
5829,الخير,1463,"Sunday, 27 February 2022 ",1120000.0,750,1493
5830,الخير,1464,"Sunday, 27 February 2022 ",1120000.0,750,1493
5831,الخير,1465,"Sunday, 27 February 2022 ",1120000.0,750,1493
5832,الخير,1466,"Sunday, 27 February 2022 ",1120000.0,750,1493
5833,الخير,1467,"Sunday, 27 February 2022 ",1120000.0,750,1493
5834,الخير,1468,"Sunday, 27 February 2022 ",1120000.0,750,1493
5835,الخير,1469,"Sunday, 27 February 2022 ",1120000.0,750,1493
5836,الخير,1470,"Sunday, 27 February 2022 ",1120000.0,750,1493
5837,الخير,1471,"Sunday, 27 February 2022 ",1120000.0,750,1493
5838,الخير,1472,"Sunday, 27 February 2022 ",1120000.0,750,1493
5839,الخير,1473,"Sunday, 27 February 2022 ",1120000.0,750,1493
5840,الخير,1474,"Sunday, 27 February 2022 ",1120000.0,839.67,1334
5841,الخير,1475,"Sunday, 27 February 2022 ",1120000.0,852.51,1314
5842,الخير,171/1,"Thursday, 17 February 2022 ",610000.0,405,1506
5843,الخير,1721/1,"Wednesday, 9 February 2022 ",550000.0,360,1528
5844,الخير,1762/2,"Wednesday, 2 February 2022 ",525000.0,375,1400
5845,الخير,1817,"Sunday, 13 February 2022 ",1000000.0,825,1212
5846,الخير,1842,"Wednesday, 9 February 2022 ",1150000.0,749.99,1533
5847,الخير,1843,"Wednesday, 9 February 2022 ",1150000.0,750,1533
5848,الخير,1844,"Wednesday, 2 February 2022 ",900000.0,750,1200
5849,الخير,1844,"Monday, 7 February 2022 ",1050000.0,750,1400
5850,الخير,1950/2,"Monday, 21 February 2022 ",510000.0,375,1360
5851,الخير,21/1,"Thursday, 10 February 2022 ",600000.0,412.5,1455
5852,الخير,2133/2,"Tuesday, 8 February 2022 ",550000.0,405,1358
5853,الخير,243,"Sunday, 6 February 2022 ",1100000.0,784.65,1402
5854,الخير,244,"Sunday, 6 February 2022 ",1100000.0,772.52,1424
5855,الخير,245,"Sunday, 6 February 2022 ",1100000.0,784.65,1402
5856,الخير,2458,"Monday, 7 February 2022 ",750000.0,648,1157
5857,الخير,246,"Sunday, 6 February 2022 ",1100000.0,772.53,1424
5858,الخير,247,"Sunday, 6 February 2022 ",1100000.0,784.65,1402
5859,الخير,2473,"Sunday, 6 February 2022 ",650000.0,660,985
5860,الخير,248,"Sunday, 6 February 2022 ",1100000.0,772.54,1424
5861,الخير,249,"Sunday, 6 February 2022 ",1100000.0,784.65,1402
5862,الخير,250,"Sunday, 6 February 2022 ",1100000.0,772.55,1424
5863,الخير,251,"Sunday, 6 February 2022 ",1100000.0,784.65,1402
5864,الخير,252,"Sunday, 6 February 2022 ",1100000.0,772.56,1424
5865,الخير,253,"Sunday, 6 February 2022 ",1100000.0,784.66,1402
5866,الخير,254,"Sunday, 6 February 2022 ",1100000.0,772.58,1424
5867,الخير,255,"Sunday, 6 February 2022 ",1100000.0,809.11,1360
5868,الخير,256,"Sunday, 6 February 2022 ",1100000.0,796.69,1381
5869,الخير,310,"Tuesday, 1 February 2022 ",950000.0,750,1267
5870,الخير,3157,"Thursday, 24 February 2022 ",780000.0,600,1300
5871,الخير,3160,"Wednesday, 9 February 2022 ",848000.0,600,1413
5872,الخير,3161,"Wednesday, 9 February 2022 ",840000.0,600,1400
5873,الخير,3272,"Thursday, 3 February 2022 ",750000.0,600,1250
5874,الخير,3337,"Saturday, 19 February 2022 ",1150000.0,732.36,1570
5875,الخير,3338,"Saturday, 19 February 2022 ",1150000.0,732.35,1570
5876,الخير,3476,"Sunday, 6 February 2022 ",718750.0,600,1198
5877,الخير,3477,"Sunday, 6 February 2022 ",718750.0,600,1198
5878,الخير,3478,"Sunday, 6 February 2022 ",718750.0,600,1198
5879,الخير,3479,"Sunday, 6 February 2022 ",718750.0,599.99,1198
5880,الخير,3480,"Sunday, 6 February 2022 ",718750.0,600,1198
5881,الخير,3481,"Sunday, 6 February 2022 ",718750.0,600,1198
5882,الخير,3482,"Sunday, 6 February 2022 ",718750.0,600,1198
5883,الخير,3483,"Sunday, 6 February 2022 ",718750.0,600,1198
5884,الخير,3484,"Sunday, 6 February 2022 ",718750.0,600,1198
5885,الخير,3485,"Sunday, 6 February 2022 ",718750.0,600,1198
5886,الخير,3486,"Sunday, 6 February 2022 ",718750.0,600,1198
5887,الخير,3487,"Sunday, 6 February 2022 ",718750.0,600,1198
5888,الخير,3488,"Sunday, 6 February 2022 ",718750.0,600,1198
5889,الخير,3489,"Sunday, 6 February 2022 ",718750.0,600,1198
5890,الخير,3490,"Sunday, 6 February 2022 ",718750.0,750,958
5891,الخير,3491,"Sunday, 6 February 2022 ",718750.0,750,958
5892,الخير,3686,"Tuesday, 8 February 2022 ",1000000.0,669.67,1493
5893,الخير,3796,"Sunday, 27 February 2022 ",800000.0,600,1333
5894,الخير,382,"Wednesday, 16 February 2022 ",1250000.0,760.48,1644
5895,الخير,3854/1,"Thursday, 3 February 2022 ",600000.0,450,1333
5896,الخير,3854/2,"Monday, 14 February 2022 ",450000.0,420,1071
5897,الخير,390,"Wednesday, 9 February 2022 ",1000000.0,749.99,1333
5898,الخير,4314,"Thursday, 10 February 2022 ",950000.0,825,1152
5899,الخير,4320,"Saturday, 5 February 2022 ",1000000.0,825,1212
5900,الخير,4496,"Thursday, 17 February 2022 ",1000000.0,780,1282
5901,الخير,487/1,"Sunday, 20 February 2022 ",610000.0,405,1506
5902,الخير,4964,"Sunday, 27 February 2022 ",1000000.0,735,1361
5903,الخير,606,"Sunday, 6 February 2022 ",950000.0,750,1267
5904,الخير,722/2,"Wednesday, 2 February 2022 ",630000.0,420,1500
5905,الخير,770/1,"Monday, 7 February 2022 ",520000.0,375,1387
5906,الخير,770/2,"Wednesday, 2 February 2022 ",520000.0,375,1387
5907,الخير,788,"Monday, 21 February 2022 ",1070000.0,825,1297
5908,الخير,880,"Thursday, 17 February 2022 ",1150000.0,750,1533
5909,الخير,100,"Sunday, 13 February 2022 ",1100000.0,818.16,1344
5910,الخير,1026/1,"Monday, 7 February 2022 ",460000.0,303.88,1514
5911,الخير,1099,"Saturday, 26 February 2022 ",975000.0,750,1300
